TERM,PART_OF_TERM,COLLEGE,DEPT,COURSE,SECT,CRN,TYPE,MIN CREDITS,MAX CREDITS,TITLE,CROSS-LIST,MAX SIZE,ACTUAL ENROLLMENT,WAITLIST MAX,WAITLIST ACTUAL,START DATE,END DATE,MON-IND,TUE-IND,WED-IND,THU-IND,FRI-IND,SAT-IND,SUN-IND,BEGIN TIME,END TIME,BUILDING,ROOM,MODALITY CODE,MODALITY TEXT,CROSS_LIST_MAXIMUM_ENROLLMENT,CROSS_LIST_ENROLLMENT,file_name,term_code,academic_year,period_code,period_name,fixes,fix_notes,instructor source,instructor,course_subject,course_number,instructor_cnt,capstone_cnt,spare_col_1,spare_col_2,spare_col_3,spare_col_4,spare_col_5,spare_col_6,ins_college,ins_dept,ins_role,ins_wrkld,ins_wrkld_target,ins_spare1,ins_spare2,ins_url_vcu,ins_url_linkedin,ins_url_google_scholar,ins_note1,crse,crse_level,crse_with_url,crse_note,crse_spare1,crse_spare2,time_code,time_id,room_code,room_id,meeting_code,meeting_id,mtgs_per_wk,mtg_length,shared_mtgs_cnt,mtgs_per_crn,combined_count,combined_sections,sum_term,sum_term_crse,sum_term_crse_crn,sum_term_crse_crn_mtg_students,sum_term_crse_crn_hours,wrkld_sample_type,sum_term_crse_wrkld_sample,sum_term_crse_wrkld_sample_lec,wrkld_sample_note,wrkld_a_type,sum_term_crse_wrkld_a,sum_term_crse_wrkld_a_lec,wrkld_a_note,wrkld_b_type,sum_term_crse_wrkld_b,sum_term_crse_wrkld_b_lec,wrkld_b_note,wrkld_c_type,sum_term_crse_wrkld_c,sum_term_crse_wrkld_c_lec,wrkld_c_note
202110,Full Term,Engineering,CMSC,CMSC255,2,20097,LEC,4,4,INTRODUCTION TO PROGRAMMING,,30,34,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,R,.,.,.,1400,1515,ONLNE,.,ROND,Online-synchronous instruction,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Sparks,Claire",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,...R...14001515,3,ONLNE.,0,ONLNE....R...14001515,3,1,115,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,17.0,11.333333333333334,LAB,0.16666666666666666,0.0,RULE: [wrkld]=0.33 for LAB (LAB: 1 mtg per wk rule),LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,2,20097,LEC,4,4,INTRODUCTION TO PROGRAMMING,,30,34,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,M,.,W,.,F,.,.,1300,1450,ONLNE,.,ROND,Online-synchronous instruction,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Sparks,Claire",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,M.W.F..13001450,4,ONLNE.,0,ONLNE.M.W.F..13001450,4,3,150,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,17.0,11.333333333333334,LEC,0.5,0.5,BASE: [wrkld] / 2 CRN at same time,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,.,.,.,.,0,0,ONLNE,.,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.........,0,ONLNE.,0,ONLNE..........,0,0,0,1,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,1.0,1.0,BASE: [wrkld] ,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,T,.,.,.,.,.,1100,1215,EGRB2,E3229,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.T.....11001215,5,EGRB2E3229,1,EGRB2E3229.T.....11001215,5,1,115,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LAB,0.16666666666666666,0.0,RULE: [wrkld]=0.33 for LAB (LAB: 1 mtg per wk rule),LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,M,.,W,.,F,.,.,900,1050,EGRB2,E4221,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,M.W.F..9001050,6,EGRB2E4221,2,EGRB2E4221M.W.F..9001050,6,3,150,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,0.5,0.5,BASE: [wrkld] / 2 CRN at same time,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,.,.,.,.,0,0,ONLNE,.,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.........,0,ONLNE.,0,ONLNE..........,0,0,0,1,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,1.0,1.0,BASE: [wrkld] ,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,T,.,.,.,.,.,1100,1215,EGRB2,E3229,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.T.....11001215,5,EGRB2E3229,1,EGRB2E3229.T.....11001215,5,1,115,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LAB,0.16666666666666666,0.0,RULE: [wrkld]=0.33 for LAB (LAB: 1 mtg per wk rule),LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,3,37572,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,M,.,W,.,F,.,.,900,1050,EGRB2,E4221,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,M.W.F..9001050,6,EGRB2E4221,2,EGRB2E4221M.W.F..9001050,6,3,150,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,0.5,0.5,BASE: [wrkld] / 2 CRN at same time,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,.,.,.,.,0,0,ONLNE,.,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.........,0,ONLNE.,0,ONLNE..........,0,0,0,1,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,1.0,1.0,BASE: [wrkld] ,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,R,.,.,.,1100,1215,EGRB2,E3229,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,...R...11001215,7,EGRB2E3229,1,EGRB2E3229...R...11001215,7,1,115,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LAB,0.16666666666666666,0.0,RULE: [wrkld]=0.33 for LAB (LAB: 1 mtg per wk rule),LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,M,.,W,.,F,.,.,1100,1250,EGRB2,E4221,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,M.W.F..11001250,8,EGRB2E4221,2,EGRB2E4221M.W.F..11001250,8,3,150,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,0.5,0.5,BASE: [wrkld] / 2 CRN at same time,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,.,.,.,.,0,0,ONLNE,.,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.........,0,ONLNE.,0,ONLNE..........,0,0,0,1,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,1.0,1.0,BASE: [wrkld] ,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,R,.,.,.,1100,1215,EGRB2,E3229,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,...R...11001215,7,EGRB2E3229,1,EGRB2E3229...R...11001215,7,1,115,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LAB,0.16666666666666666,0.0,RULE: [wrkld]=0.33 for LAB (LAB: 1 mtg per wk rule),LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,4,37573,LEC,4,4,INTRODUCTION TO PROGRAMMING,,23,23,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,M,.,W,.,F,.,.,1100,1250,EGRB2,E4221,RONC,Hybrid-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_2,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,M.W.F..11001250,8,EGRB2E4221,2,EGRB2E4221M.W.F..11001250,8,3,150,2,6,,,0.0016863406408094434,0.04,0.08333333333333333,11.5,7.666666666666667,LEC,0.5,0.5,BASE: [wrkld] / 2 CRN at same time,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
202110,Full Term,Engineering,CMSC,CMSC255,C90,41688,LEC,4,4,INTRODUCTION TO PROGRAMMING,,50,52,0,0,2020-08-17 00:00:00,2020-11-24 00:00:00,.,.,.,.,.,.,.,0,0,ONLNE,.,RONL,Online-asynchronous instruct,.,.,VCU-SOC-202110-FA2020.xlsx,202110,AY20-21,FA2020,Fall 2020,,,instructor_1,"Budwell,Caroline",CMSC,255,1.0,0.0,0,0,0,0,0,0,Engineering,CMSC,Term,NON,6,,,,,,,CMSC255,GR,<a href='https://vcu-ssg.github.io/ssg-quarto-cmsc-courses/CMSC255.html'>CMSC255</a>,,,,.........,0,ONLNE.,0,ONLNE..........,0,0,0,1,1,,,0.0016863406408094434,0.04,1.0,52.0,208.0,LEC,1.0,1.0,BASE: [wrkld] ,LEC,0.0,0.0,,LEC,0.0,0.0,,LEC,0.0,0.0,
